date,region,Total number of banking system institutions,institutions of the Bank of Russia,credit institutions,branches of credit organizations,additional offices,Number of bank institutions per 1 million inhabitants
01.10.2013,Архангельская область,350,8,2,23,184,291
01.10.2013,Астраханская область,293,3,5,18,115,289
01.10.2013,Белгородская область,542,4,4,12,163,352
01.10.2013,Брянская область,325,3,0,12,103,259
01.10.2013,Владимирская область,475,6,3,13,203,334
01.10.2013,Волгоградская область,737,9,4,38,280,285
01.10.2013,Вологодская область,446,6,10,14,265,373
01.10.2013,Воронежская область,785,5,3,33,331,337
01.10.2013,Еврейская автономная область,54,2,0,4,22,313
01.10.2013,Забайкальский край,280,9,0,7,173,256
01.10.2013,Ивановская область,294,4,6,12,172,280
01.10.2013,Иркутская область,696,15,8,29,327,287
01.10.2013,Кабардино-Балкарская Республика,158,3,5,12,81,184
01.10.2013,Калининградская область,321,2,2,25,151,336
01.10.2013,Калужская область,316,2,4,11,142,314
01.10.2013,Камчатский край,138,10,3,8,70,430
01.10.2013,Карачаево-Черкесская Республика,55,2,5,4,34,117
01.10.2013,Кемеровская область,686,7,9,17,317,250
01.10.2013,Кировская область,461,5,3,8,215,349
01.10.2013,Костромская область,200,4,5,8,107,304
01.10.2013,Краснодарский край,1 858,18,15,71,1 174,349
01.10.2013,Красноярский край,969,16,5,36,531,340
01.10.2013,Курганская область,372,4,3,9,92,420
01.10.2013,Курская область,356,3,2,9,133,318
01.10.2013,Ленинградская область,434,4,5,13,46,248
01.10.2013,Липецкая область,382,4,1,12,167,329
01.10.2013,Магаданская область,72,5,0,7,37,473
01.10.2013,г. Москва и Московская область,7 303,13,506,194,4 895,384
01.10.2013,Мурманская область,273,3,3,16,137,350
01.10.2013,Нижегородская область,1 187,12,12,81,579,361
01.10.2013,Новгородская область,207,3,2,10,121,331
01.10.2013,Новосибирская область,849,8,8,60,473,313
01.10.2013,Омская область,662,6,6,25,359,335
01.10.2013,Оренбургская область,812,12,8,15,297,403
01.10.2013,Орловская область,244,4,1,13,102,315
01.10.2013,Пензенская область,548,5,1,16,165,400
01.10.2013,Пермский край,916,7,5,38,567,348
01.10.2013,Приморский край,572,9,6,21,307,294
01.10.2013,Псковская область,199,3,3,6,114,301
01.10.2013,Республика Адыгея (Адыгея),117,2,4,5,75,263
01.10.2013,Республика Алтай,65,4,2,6,37,309
01.10.2013,Республика Башкортостан,1 523,9,11,32,780,375
01.10.2013,Республика Бурятия,317,8,1,10,173,326
01.10.2013,Республика Дагестан,293,7,22,77,141,99
01.10.2013,Республика Ингушетия,30,2,2,7,17,68
01.10.2013,Республика Калмыкия,55,1,2,3,35,194
01.10.2013,Республика Карелия,210,10,1,13,118,330
01.10.2013,Республика Коми,322,10,1,16,181,366
01.10.2013,Республика Марий Эл,191,4,2,13,67,277
01.10.2013,Республика Мордовия,309,2,4,5,145,377
01.10.2013,Республика Саха (Якутия),378,16,4,26,146,396
01.10.2013,Республика Северная Осетия-Алания,111,3,5,12,57,157
01.10.2013,Республика Татарстан (Татарстан),1 618,12,22,66,728,423
01.10.2013,Республика Тыва,61,2,1,3,40,196
01.10.2013,Республика Хакасия,194,2,2,4,91,364
01.10.2013,Ростовская область,1 415,14,16,93,984,333
01.10.2013,Рязанская область,334,2,4,13,133,292
01.10.2013,Самарская область,1 055,8,20,56,519,328
01.10.2013,г. Санкт-Петербург,1 723,3,41,159,1 142,343
01.10.2013,Саратовская область,853,9,9,39,275,341
01.10.2013,Сахалинская область,184,8,5,8,66,373
01.10.2013,Свердловская область,1 388,11,16,68,917,322
01.10.2013,Смоленская область,323,6,4,14,125,331
01.10.2013,Ставропольский край,670,9,6,44,462,240
01.10.2013,Тамбовская область,358,3,1,4,132,333
01.10.2013,Тверская область,385,11,5,14,147,289
01.10.2013,Томская область,305,5,2,19,148,287
01.10.2013,Тульская область,431,5,5,15,189,281
01.10.2013,Тюменская область,1 356,17,15,93,736,386
01.10.2013,Удмуртская Республика,458,6,2,13,263,302
01.10.2013,Ульяновская область,398,4,3,12,177,312
01.10.2013,Хабаровский край,395,4,2,30,218,294
01.10.2013,Челябинская область,1 123,10,9,76,497,322
01.10.2013,Чеченская Республика,53,1,0,4,31,40
01.10.2013,Чувашская Республика - Чувашия,404,3,4,10,141,325
01.10.2013,Чукотский автономный округ,29,7,0,1,0,571
01.10.2013,Ярославская область,432,5,5,25,230,340
01.07.2013,Алтайский край,955,7,7,20,279,398
01.07.2013,Амурская область,253,4,2,6,127,310
01.07.2013,Архангельская область,343,8,2,26,154,285
01.07.2013,Астраханская область,296,3,5,19,117,292
01.07.2013,Белгородская область,541,4,5,11,163,351
01.07.2013,Брянская область,338,3,0,12,103,270
01.07.2013,Владимирская область,482,6,3,16,201,339
01.07.2013,Волгоградская область,747,9,4,38,283,289
01.07.2013,Вологодская область,445,6,10,15,264,372
01.07.2013,Воронежская область,790,5,3,33,329,339
01.07.2013,Еврейская автономная область,55,2,0,4,23,318
01.07.2013,Забайкальский край,279,9,0,7,173,255
01.07.2013,Ивановская область,303,4,5,13,174,289
01.07.2013,Иркутская область,690,15,8,30,328,285
01.07.2013,Кабардино-Балкарская Республика,159,3,5,12,81,185
01.07.2013,Калининградская область,322,2,3,24,154,337
01.07.2013,Калужская область,324,2,4,12,139,322
01.07.2013,Камчатский край,138,10,3,8,68,430
01.07.2013,Карачаево-Черкесская Республика,53,2,5,4,34,112
01.07.2013,Кемеровская область,698,7,9,18,333,255
01.07.2013,Кировская область,494,5,3,16,202,374
01.07.2013,Костромская область,204,4,5,8,106,310
01.07.2013,Краснодарский край,1 826,18,15,71,1 166,343
01.07.2013,Красноярский край,984,16,4,40,545,346
01.07.2013,Курганская область,370,4,3,9,90,418
01.07.2013,Курская область,362,3,2,10,133,323
01.07.2013,Ленинградская область,437,4,5,13,46,250
01.07.2013,Липецкая область,385,4,2,12,172,331
01.07.2013,Магаданская область,71,5,0,7,36,466
01.07.2013,г. Москва и Московская область,7 403,13,516,197,4 815,389
01.07.2013,Мурманская область,273,3,3,16,139,350
01.07.2013,Нижегородская область,1 209,12,11,83,591,367
01.07.2013,Новгородская область,209,3,2,10,123,334
01.07.2013,Новосибирская область,858,8,9,60,471,317
01.07.2013,Омская область,670,6,5,26,320,339
01.07.2013,Оренбургская область,829,12,8,17,303,411
01.07.2013,Орловская область,240,4,1,13,101,309
01.07.2013,Пензенская область,559,5,1,17,165,408
01.07.2013,Пермский край,902,7,5,41,575,342
01.07.2013,Приморский край,569,9,6,21,306,292
01.07.2013,Псковская область,208,3,3,6,117,314
01.07.2013,Республика Адыгея (Адыгея),114,2,4,5,74,257
01.07.2013,Республика Алтай,66,4,2,6,37,314
01.07.2013,Республика Башкортостан,1 482,9,11,34,744,365
01.07.2013,Республика Бурятия,311,8,1,10,169,320
01.07.2013,Республика Дагестан,308,7,25,83,144,105
01.07.2013,Республика Ингушетия,30,2,2,7,17,68
01.07.2013,Республика Калмыкия,54,1,2,3,35,190
01.07.2013,Республика Карелия,215,10,1,14,117,338
01.07.2013,Республика Коми,322,10,1,16,181,366
01.07.2013,Республика Марий Эл,189,4,2,16,68,274
01.07.2013,Республика Мордовия,326,2,4,8,143,398
01.07.2013,Республика Саха (Якутия),377,16,4,26,128,395
01.07.2013,Республика Северная Осетия-Алания,107,3,5,12,54,152
01.07.2013,Республика Татарстан (Татарстан),1 653,12,22,86,713,432
01.07.2013,Республика Тыва,58,2,1,3,39,187
01.07.2013,Республика Хакасия,201,2,2,4,94,377
01.07.2013,Ростовская область,1 407,14,16,94,973,331
01.07.2013,Рязанская область,340,2,4,15,132,297
01.07.2013,Самарская область,1 066,8,20,61,530,332
01.07.2013,г. Санкт-Петербург,1 709,3,40,158,1 134,340
01.07.2013,Саратовская область,873,9,9,43,272,349
