date,region,total_accounts,total_in_credit_org,clients-legal entities that are not credit institutions,individual clients,"The number of accounts opened by institutions of the banking system, per 1 resident, units."
01.10.2011,Калининградская область,"1 828,0","1 827,8","68,8","1 759,0","1,9"
01.10.2011,Калужская область,"3 080,0","3 079,4","41,1","3 038,4",3
01.10.2011,Камчатский край,"1 289,0","1 288,8","19,8","1 268,9",4
01.10.2011,Карачаево-Черкесская Республика,937,"936,8","10,9",926,2
01.10.2011,Кемеровская область,"9 757,7","9 756,7","73,1","9 683,7","3,5"
01.10.2011,Кировская область,"4 072,1","4 071,5","55,4","4 016,1",3
01.10.2011,Костромская область,"2 060,0","2 059,5","27,1","2 032,4","3,1"
01.10.2011,Краснодарский край,"15 284,6","15 283,3","241,5","15 041,8","2,9"
01.10.2011,Красноярский край,"9 879,7","9 878,4","99,2","9 779,2","3,5"
01.10.2011,Курганская область,"2 419,2","2 418,4","19,8","2 398,6","2,7"
01.10.2011,Курская область,"4 209,3","4 208,5","33,3","4 175,2","3,7"
01.10.2011,Ленинградская область,"265,1","264,6","20,1","244,4","0,2"
01.10.2011,Липецкая область,"3 586,0","3 584,7","34,8","3 550,0","3,1"
01.10.2011,Магаданская область,"802,2",802,"9,3","792,7","5,1"
01.10.2011,г. Москва и Московская область,"178 887,5","178 884,1","1 839,4","177 044,7","9,6"
01.10.2011,Мурманская область,"1 943,0","1 942,8","23,2","1 919,6","2,4"
01.10.2011,Нижегородская область,"12 547,2","12 546,2","168,3","12 377,9","3,8"
01.10.2011,Новгородская область,"1 225,1","1 224,7","19,9","1 204,8","1,9"
01.10.2011,Новосибирская область,"12 762,3","12 761,1",185,"12 576,1","4,8"
01.10.2011,Омская область,"5 229,5","5 228,6",58,"5 170,6","2,6"
01.10.2011,Оренбургская область,"6 357,9","6 356,9","45,7","6 311,1","3,1"
01.10.2011,Орловская область,"2 482,0","2 481,1","22,6","2 458,5","3,2"
01.10.2011,Пензенская область,"3 748,0","3 747,3","42,9","3 704,3","2,7"
01.10.2011,Пермский край,"7 599,5","7 598,5","113,3","7 485,2","2,9"
01.10.2011,Приморский край,"6 006,9","6 006,3","94,8","5 911,5","3,1"
01.10.2011,Псковская область,"1 216,5","1 216,1",17,"1 199,1","1,8"
01.10.2011,Республика Адыгея (Адыгея),976,"975,8","12,4","963,4","2,2"
01.10.2011,Республика Алтай,"512,5","512,1","7,8","504,3","2,5"
01.10.2011,Республика Башкортостан,"14 689,6","14 688,6","119,2","14 569,4","3,6"
01.10.2011,Республика Бурятия,"3 199,3","3 198,3","32,2","3 166,1","3,3"
01.10.2011,Республика Дагестан,"2 281,0","2 278,8","46,3","2 232,5","0,8"
01.10.2011,Республика Ингушетия,"403,1","402,9","9,9",393,1
01.10.2011,Республика Калмыкия,"742,3","741,9","9,4","732,5","2,6"
01.10.2011,Республика Карелия,"1 319,5","1 319,1","23,8","1 295,3",2
01.10.2011,Республика Коми,"3 297,4","3 296,9","34,4","3 262,5","3,7"
01.10.2011,Республика Марий Эл,"1 795,1","1 794,6","17,1","1 777,5","2,6"
01.10.2011,Республика Мордовия,"2 870,2","2 869,3","20,2","2 849,1","3,4"
01.10.2011,Республика Саха (Якутия),"3 146,0","3 145,3","54,2","3 091,1","3,3"
01.10.2011,Республика Северная Осетия-Алания,"1 737,4","1 737,1","16,3","1 720,8","2,4"
01.10.2011,Республика Татарстан (Татарстан),"15 148,6","15 147,2","181,9","14 965,4",4
01.10.2011,Республика Тыва,"680,9","680,5","7,1","673,5","2,2"
01.10.2011,Республика Хакасия,"1 550,6","1 550,2","21,5","1 528,8","2,9"
01.10.2011,Ростовская область,"13 926,7","13 925,0","185,6","13 739,4","3,3"
01.10.2011,Рязанская область,"3 617,9","3 616,9","43,5","3 573,4","3,1"
01.10.2011,Самарская область,"18 228,4","18 227,5","160,2","18 067,4","5,7"
01.10.2011,г. Санкт-Петербург,"24 832,4","24 832,0","482,9","24 349,1","5,1"
01.10.2011,Саратовская область,"8 002,8","8 001,8","81,4","7 920,4","3,2"
01.10.2011,Сахалинская область,"1 646,1","1 645,9",28,"1 617,9","3,3"
01.10.2011,Свердловская область,"17 234,0","17 233,4","294,5","16 938,9",4
01.10.2011,Смоленская область,"2 132,6","2 132,1","34,9","2 097,2","2,2"
01.10.2011,Ставропольский край,"8 094,3","8 093,6","86,1","8 007,5","2,9"
01.10.2011,Тамбовская область,"3 124,8","3 123,9","18,9","3 105,1","2,9"
01.10.2011,Тверская область,"2 260,6","2 259,4",45,"2 214,4","1,7"
01.10.2011,Томская область,"3 235,9","3 235,4",45,"3 190,4","3,1"
01.10.2011,Тульская область,"4 239,0","4 238,4","45,6","4 192,7","2,7"
01.10.2011,Тюменская область,"14 891,4","14 889,9",168,"14 721,9","4,4"
01.10.2011,Удмуртская Республика,"4 567,4","4 566,9","59,6","4 507,3",3
01.10.2011,Ульяновская область,"3 758,0","3 757,4","37,1","3 720,3","2,9"
01.10.2011,Хабаровский край,"6 996,9","6 996,2","71,5","6 924,7","5,2"
01.10.2011,Челябинская область,"11 725,1","11 724,4","141,5","11 582,9","3,4"
01.10.2011,Чеченская Республика,"457,2","456,5","11,1","445,4","0,4"
01.10.2011,Чувашская Республика - Чувашия,"4 023,8","4 023,3","39,4","3 983,9","3,2"
01.10.2011,Чукотский автономный округ,250,"249,8","1,1","248,7",5
01.10.2011,Ярославская область,"3 996,5","3 996,1","75,8","3 920,3","3,1"
01.07.2011,Алтайский край,"6 832,8","6 830,9",68,"6 762,9","2,8"
01.07.2011,Амурская область,"3 219,2","3 218,4","28,9","3 189,5","3,9"
01.07.2011,Архангельская область,"3 933,2","3 932,4","45,9","3 886,5","3,2"
01.07.2011,Астраханская область,"2 441,0","2 440,4","29,8","2 410,6","2,4"
01.07.2011,Белгородская область,"4 693,7","4 693,0","47,8","4 645,2","3,1"
01.07.2011,Брянская область,"3 683,1","3 682,3","26,7","3 655,5","2,9"
01.07.2011,Владимирская область,"5 099,0","5 098,4","54,4","5 044,0","3,5"
01.07.2011,Волгоградская область,"7 424,9","7 423,3","79,4","7 343,9","2,8"
01.07.2011,Вологодская область,"3 546,8","3 546,2","57,9","3 488,3",3
01.07.2011,Воронежская область,"8 818,8","8 817,9",84,"8 733,9","3,8"
01.07.2011,Еврейская автономная область,"383,6","383,5","3,6","379,9","2,2"
01.07.2011,Забайкальский край,"3 162,8","3 161,6",24,"3 137,6","2,9"
01.07.2011,Ивановская область,"2 804,6","2 804,0","35,1","2 768,9","2,6"
01.07.2011,Иркутская область,"9 034,9","9 033,4","78,5","8 955,0","3,7"
01.07.2011,Кабардино-Балкарская Республика,"1 792,7","1 792,4","18,2","1 774,2","2,1"
01.07.2011,Калининградская область,"1 817,2","1 816,9","69,5","1 747,4","1,9"
01.07.2011,Калужская область,"3 030,2","3 029,6",42,"2 987,7",3
01.07.2011,Камчатский край,"1 196,2","1 196,0","19,8","1 176,2","3,7"
01.07.2011,Карачаево-Черкесская Республика,858,"857,8","10,6","847,2","1,8"
01.07.2011,Кемеровская область,"9 592,0","9 591,0","71,7","9 519,3","3,5"
01.07.2011,Кировская область,"4 011,9","4 011,3","55,6","3 955,7",3
01.07.2011,Костромская область,"2 012,2","2 011,7","26,8","1 984,9",3
01.07.2011,Краснодарский край,"14 944,8","14 943,5","236,8","14 706,7","2,9"
01.07.2011,Красноярский край,"9 630,9","9 629,5","97,5","9 532,0","3,4"
01.07.2011,Курганская область,"2 270,6","2 269,8","19,6","2 250,3","2,5"
01.07.2011,Курская область,"4 188,2","4 187,4","32,7","4 154,7","3,7"
01.07.2011,Ленинградская область,"257,3","256,8","19,7","237,1","0,2"
01.07.2011,Липецкая область,"3 082,1","3 080,8","34,3","3 046,5","2,6"
01.07.2011,Магаданская область,"789,3","789,1","9,3","779,8",5
01.07.2011,г. Москва и Московская область,"165 691,9","165 687,7","1 852,8","163 835,0","8,9"
01.07.2011,Мурманская область,"1 947,0","1 946,7","23,8","1 923,0","2,4"
01.07.2011,Нижегородская область,"12 389,4","12 388,4","161,6","12 226,8","3,7"
01.07.2011,Новгородская область,"1 212,3","1 211,9","19,7","1 192,2","1,9"
01.07.2011,Новосибирская область,"12 074,3","12 073,3","181,2","11 892,0","4,5"
01.07.2011,Омская область,"5 615,7","5 614,8",57,"5 557,9","2,8"
01.07.2011,Оренбургская область,"6 244,3","6 243,3","46,1","6 197,2","3,1"
01.07.2011,Орловская область,"2 748,1","2 747,2","23,5","2 723,7","3,5"
01.07.2011,Пензенская область,"3 717,0","3 716,2",43,"3 673,1","2,7"
01.07.2011,Пермский край,"7 429,8","7 428,9","112,2","7 316,6","2,8"
01.07.2011,Приморский край,"6 153,9","6 153,4","92,6","6 060,8","3,2"
01.07.2011,Псковская область,"1 213,2","1 212,8","17,9","1 194,9","1,8"
01.07.2011,Республика Адыгея (Адыгея),959,"958,8","12,4","946,4","2,2"
01.07.2011,Республика Алтай,"496,7","496,4","7,8","488,5","2,4"
01.07.2011,Республика Башкортостан,"14 306,6","14 305,5",114,"14 191,5","3,5"
01.07.2011,Республика Бурятия,"3 052,3","3 051,3","31,7","3 019,6","3,1"
01.07.2011,Республика Дагестан,"2 209,7","2 207,6","45,3","2 162,3","0,7"
01.07.2011,Республика Ингушетия,"382,4","382,3","9,7","372,5","0,9"
01.07.2011,Республика Калмыкия,"709,6","709,1","9,3","699,9","2,5"
01.07.2011,Республика Карелия,"1 034,8","1 034,4","23,5","1 010,9","1,6"
01.07.2011,Республика Коми,"3 283,1","3 282,7","33,8","3 248,8","3,6"
01.07.2011,Республика Марий Эл,"1 778,4","1 777,9",17,"1 760,9","2,6"
01.07.2011,Республика Мордовия,"2 824,6","2 823,7","19,6","2 804,1","3,4"
01.07.2011,Республика Саха (Якутия),"3 255,0","3 254,3","53,5","3 200,9","3,4"
01.07.2011,Республика Северная Осетия-Алания,"1 699,2","1 698,9","15,4","1 683,5","2,4"
01.07.2011,Республика Татарстан (Татарстан),"14 846,8","14 845,4","178,6","14 666,9","3,9"
01.07.2011,Республика Тыва,660,"659,7",7,"652,6","2,1"
01.07.2011,Республика Хакасия,"1 520,2","1 519,8",21,"1 498,7","2,9"
01.07.2011,Ростовская область,"13 680,8","13 679,1","181,1","13 498,0","3,2"
01.07.2011,Рязанская область,"3 498,2","3 497,1","42,6","3 454,6",3
01.07.2011,Самарская область,"18 599,6","18 598,8",158,"18 440,8","5,8"
01.07.2011,г. Санкт-Петербург,"23 979,5","23 979,2","467,9","23 511,4","4,9"
01.07.2011,Саратовская область,"7 592,0","7 591,0","80,4","7 510,6",3
01.07.2011,Сахалинская область,"1 737,1","1 736,9","27,2","1 709,8","3,5"
01.07.2011,Свердловская область,"16 892,1","16 891,5","285,2","16 606,4","3,9"
01.07.2011,Смоленская область,"1 735,0","1 734,4","34,3","1 700,1","1,8"
01.07.2011,Ставропольский край,"7 985,4","7 984,8","85,1","7 899,7","2,9"
01.07.2011,Тамбовская область,"3 076,8","3 075,9","18,5","3 057,4","2,8"
01.07.2011,Тверская область,"2 609,4","2 608,2","44,6","2 563,6","1,9"
01.07.2011,Томская область,"3 159,5","3 159,0",44,"3 115,0",3
01.07.2011,Тульская область,"3 465,1","3 464,4","45,4","3 419,1","2,2"
01.07.2011,Тюменская область,"14 825,4","14 823,8","165,5","14 658,3","4,4"
01.07.2011,Удмуртская Республика,"4 507,5","4 507,0","58,8","4 448,2",3
01.07.2011,Ульяновская область,"3 670,4","3 669,8","36,1","3 633,7","2,8"
01.07.2011,Хабаровский край,"6 023,4","6 022,7","69,2","5 953,5","4,5"
01.07.2011,Челябинская область,"11 515,7","11 515,0","138,7","11 376,4","3,3"
01.07.2011,Чеченская Республика,"430,5","430,5",11,"419,5","0,3"
01.07.2011,Чувашская Республика - Чувашия,"3 900,5","3 900,0","38,5","3 861,5","3,1"
01.07.2011,Чукотский автономный округ,"248,1","247,9","1,1","246,8","4,9"
01.07.2011,Ярославская область,"3 940,6","3 940,2","74,8","3 865,4","3,1"
01.04.2011,Алтайский край,"6 770,6","6 768,6","67,3","6 701,4","2,7"
01.04.2011,Амурская область,"3 154,0","3 153,3","27,5","3 125,9","3,7"
01.04.2011,Архангельская область,"3 837,3","3 836,6","45,4","3 791,2","3,1"
01.04.2011,Астраханская область,"2 450,3","2 449,7","29,3","2 420,5","2,4"
01.04.2011,Белгородская область,"4 593,7","4 593,0","48,1","4 544,9",3
01.04.2011,Брянская область,"3 632,1","3 631,3","27,3","3 604,0","2,8"
01.04.2011,Владимирская область,"4 555,2","4 554,6","52,7","4 501,9","3,2"
01.04.2011,Волгоградская область,"7 260,6","7 259,1",79,"7 180,1","2,8"
01.04.2011,Вологодская область,"3 503,0","3 502,4","56,6","3 445,8","2,9"
01.04.2011,Воронежская область,"8 278,8","8 277,9","85,1","8 192,8","3,7"
01.04.2011,Еврейская автономная область,"381,1",381,"4,3","376,7","2,1"
