date,region,number_of_new_remote_accounts,"юридическим лицам, не являющимся кредитными организациями, всего","с доступом через сеть Интернет
",number_of_new_remote_accounts_individuals,number_of_new_remote_accounts_individuals_with_internet,number_of_new_remote_accounts_individuals_with_sms
01.04.2012,Республика Коми,"241,8","12,6","10,1","229,2","44,2","109,1"
01.04.2012,Республика Марий Эл,"26,7","4,8","3,3","21,9","1,3","0,6"
01.04.2012,Республика Мордовия,"195,6","3,7","0,8","191,9","0,4","68,1"
01.04.2012,Республика Саха (Якутия),"277,4","4,9","2,3","272,6","19,9","40,8"
01.04.2012,Республика Северная Осетия-Алания,"130,7",2,"1,8","128,7",7,"26,2"
01.04.2012,Республика Татарстан (Татарстан),"1783,3","45,6","36,9","1737,7","812,6","148,3"
01.04.2012,Республика Тыва,"118,3","0,8","0,5","117,5","7,6","39,4"
01.04.2012,Республика Хакасия,"138,4","3,7","2,1","134,6","0,3","39,6"
01.04.2012,Ростовская область,"1124,7","51,8","31,4",1073,"170,1","562,9"
01.04.2012,Рязанская область,"423,4",11,"8,6","412,5","6,1","66,5"
01.04.2012,Самарская область,"1915,1","52,2",37,"1862,9","150,1","814,2"
01.04.2012,г. Санкт-Петербург,"4021,7","205,6","174,9",3816,"960,2","270,8"
01.04.2012,Саратовская область,"947,2","23,7","19,1","923,5","339,5","223,3"
01.04.2012,Сахалинская область,"178,6","7,2","7,1","171,5","23,1","143,6"
01.04.2012,Свердловская область,"2894,5","145,7",134,"2748,8","468,7","1304,2"
01.04.2012,Смоленская область,"360,9","6,2","3,9","354,8","2,8","36,3"
01.04.2012,Ставропольский край,"1026,3","29,1","17,8","997,2","119,7","185,6"
01.04.2012,Тамбовская область,"310,6","5,6","2,9",305,"62,7","272,8"
01.04.2012,Тверская область,208,"11,5","6,3","196,6","158,6",0
01.04.2012,Томская область,"455,4","17,3","11,8","438,1","149,5","89,5"
01.04.2012,Тульская область,"607,4","8,3","6,3","599,1","12,4","70,9"
01.04.2012,Тюменская область,"2392,2","55,5","43,7","2336,7","160,8","1436,3"
01.04.2012,Удмуртская Республика,"1049,9","23,8","16,9",1026,"436,5","526,9"
01.04.2012,Ульяновская область,"327,7",13,"11,3","314,6","25,3","42,5"
01.04.2012,Хабаровский край,"1329,2","27,8","11,5","1301,4","396,5","88,5"
01.04.2012,Челябинская область,"1539,2","49,5","26,7","1489,7","1000,8","1062,2"
01.04.2012,Чеченская Республика,"76,4","0,5","0,5","75,9","0,1","0,2"
01.04.2012,Чувашская Республика - Чувашия,"469,6","10,8","9,4","458,8","0,3","422,4"
01.04.2012,Чукотский автономный округ,"5,7","0,2","0,2","5,5",1,3
01.04.2012,Ярославская область,"153,7","24,1","20,6","129,6","36,6","45,9"
01.01.2012,Алтайский край,"765,7","23,8","17,1","741,8","185,3","560,3"
01.01.2012,Амурская область,"467,7","8,1","4,6","459,5","174,3","72,6"
01.01.2012,Архангельская область,"445,5","13,8","9,8","431,8","48,1","288,5"
01.01.2012,Астраханская область,"669,3",8,"5,5","661,3",12,"132,9"
01.01.2012,Белгородская область,"1038,9","16,1","10,3","1022,8","371,9","198,3"
01.01.2012,Брянская область,"793,5",7,"5,5","786,5","23,5","307,4"
01.01.2012,Владимирская область,"435,4","17,3","12,8","418,2","65,2","136,8"
01.01.2012,Волгоградская область,"870,5",26,"20,5","844,6","91,2","214,2"
01.01.2012,Вологодская область,"371,1","17,2","7,6","353,9","75,9","116,1"
01.01.2012,Воронежская область,"1388,5",34,"21,4","1354,4","365,3","169,5"
01.01.2012,Еврейская автономная область,"49,1",1,"0,9","48,1","16,2","28,3"
01.01.2012,Забайкальский край,"367,6","6,4","5,7","361,2","308,3","259,1"
01.01.2012,Ивановская область,"151,9","10,6","6,1","141,3","18,2","66,5"
01.01.2012,Иркутская область,"1130,7","24,8","21,5","1105,9","675,2","53,7"
01.01.2012,Кабардино-Балкарская Республика,"213,4","3,1","2,4","210,3",113,"10,7"
01.01.2012,Калининградская область,"121,9","21,2","16,6","100,7","7,2",0
01.01.2012,Калужская область,"347,1","7,1","5,3",340,"5,3","31,8"
01.01.2012,Камчатский край,"161,7","4,8","4,6","156,9",8,"31,4"
01.01.2012,Карачаево-Черкесская Республика,115,"1,4",1,"113,6","28,8","62,7"
01.01.2012,Кемеровская область,"895,5","28,6","21,2","866,9","324,7","219,1"
01.01.2012,Кировская область,"517,9","15,1",14,"502,8","78,5","301,5"
01.01.2012,Костромская область,"265,1","8,4","5,6","256,7","192,7","57,7"
01.01.2012,Краснодарский край,"1826,3","83,6","47,8","1742,7","146,4","512,3"
01.01.2012,Красноярский край,"1851,3","33,9","26,8","1817,4",213,"565,1"
01.01.2012,Курганская область,"359,3","6,3","4,9",353,"3,3","193,5"
01.01.2012,Курская область,541,"9,9",5,"531,1","6,6","158,5"
01.01.2012,Ленинградская область,"30,4","8,3","5,7","22,1","4,7",0
01.01.2012,Липецкая область,"775,4","11,6","6,9","763,7","122,7","54,7"
01.01.2012,Магаданская область,"70,6","1,5","0,4",69,"0,1","9,2"
01.01.2012,г. Москва и Московская область,"23071,7","659,3","541,8","22412,4","7551,4","2897,8"
01.01.2012,Мурманская область,"28,3","8,2","6,3","20,2","7,9",1
01.01.2012,Нижегородская область,"830,1","58,3",43,"771,8","248,4","108,4"
01.01.2012,Новгородская область,"42,8","6,5","4,2","36,2","15,8","12,7"
01.01.2012,Новосибирская область,2165,"94,4","60,6","2070,5","352,6","206,6"
01.01.2012,Омская область,"514,2","20,2","15,2",494,56,"328,8"
01.01.2012,Оренбургская область,"952,2","13,8","10,6","938,5","138,4","252,6"
01.01.2012,Орловская область,"205,2","6,9","5,5","198,3","3,6","42,3"
01.01.2012,Пензенская область,"322,4","12,6","4,5","309,8","31,2","77,2"
01.01.2012,Пермский край,"1943,6","53,2","41,3","1890,5","744,9","860,2"
01.01.2012,Приморский край,986,"29,5","24,9","956,5","57,1","81,6"
01.01.2012,Псковская область,"59,9","4,5","2,6","55,4","3,6",0
01.01.2012,Республика Адыгея (Адыгея),"87,2","1,3","0,7","85,9","0,8","22,6"
01.01.2012,Республика Алтай,"66,3","0,8","0,6","65,5","0,8","0,4"
01.01.2012,Республика Башкортостан,"1646,8","53,6",49,"1593,2","298,9",770
01.01.2012,Республика Бурятия,"460,9","8,7","8,1","452,2","236,4","257,2"
01.01.2012,Республика Дагестан,"295,8","1,3",1,"294,5","36,2","20,8"
01.01.2012,Республика Ингушетия,"61,6","0,4","0,3","61,2","0,9","28,5"
01.01.2012,Республика Калмыкия,"109,4","1,8","1,3","107,6","10,1","3,8"
01.01.2012,Республика Карелия,"77,3","9,8","5,6","67,5","16,9",0
01.01.2012,Республика Коми,"750,3",13,"8,5","737,3","292,7","336,2"
01.01.2012,Республика Марий Эл,"33,5","4,8",3,"28,6","0,9","0,5"
01.01.2012,Республика Мордовия,215,"3,7","0,7","211,3","0,5","65,7"
01.01.2012,Республика Саха (Якутия),"621,5",5,"2,3","616,5","35,9","38,4"
01.01.2012,Республика Северная Осетия-Алания,75,2,"1,8",73,"27,4","22,2"
01.01.2012,Республика Татарстан (Татарстан),2354,"46,3","34,4","2307,7",762,"126,8"
01.01.2012,Республика Тыва,"134,8","0,8","0,4",134,"8,2","34,7"
01.01.2012,Республика Хакасия,"165,8","3,9","1,1","161,9","0,2","35,6"
01.01.2012,Ростовская область,1497,"53,3","32,6","1443,7","200,1","521,3"
01.01.2012,Рязанская область,"462,9","11,8","5,4",451,"6,5","60,3"
01.01.2012,Самарская область,"2519,6","52,4","36,4","2467,3","283,4","825,8"
01.01.2012,г. Санкт-Петербург,"5185,8","219,6","178,3","4966,2","959,1","242,3"
01.01.2012,Саратовская область,"964,1","23,9","16,2","940,1","237,5","191,4"
01.01.2012,Сахалинская область,"205,9","7,6","7,5","198,3","22,2","165,1"
01.01.2012,Свердловская область,"2049,6","167,7",150,1882,560,"219,8"
01.01.2012,Смоленская область,"147,9","6,1","3,7","141,7","0,4","33,8"
01.01.2012,Ставропольский край,"1170,4","24,6","12,6","1145,8","79,3","107,8"
01.01.2012,Тамбовская область,309,"5,4",3,"303,6","62,9","256,8"
01.01.2012,Тверская область,"208,2","8,5","6,5","199,6","152,5",0
01.01.2012,Томская область,"465,7","17,6","10,7","448,2","143,2","91,7"
01.01.2012,Тульская область,"593,6","9,4","6,6","584,2","12,1","65,6"
01.01.2012,Тюменская область,"2503,6","45,6","29,3","2458,1",289,"1281,7"
01.01.2012,Удмуртская Республика,"1057,3","24,7","17,1","1032,6","466,8","485,8"
01.01.2012,Ульяновская область,387,13,"10,3",374,"30,9","138,2"
01.01.2012,Хабаровский край,"1533,6","29,9","11,4","1503,7","458,3","91,8"
01.01.2012,Челябинская область,"1822,6","56,3","32,7","1766,3","931,9","1004,8"
01.01.2012,Чеченская Республика,"115,5","0,5","0,5",115,0,"0,1"
01.01.2012,Чувашская Республика - Чувашия,"467,7","10,7",9,"457,1","0,3","419,4"
01.01.2012,Чукотский автономный округ,"32,6","0,3","0,2","32,3","0,3","30,2"
01.01.2012,Ярославская область,"248,2","31,6","24,3","216,6","32,4","118,4"
01.10.2013,Алтайский край,"1007,8","16,8",13,991,"208,8","565,6"
01.10.2013,Амурская область,"544,9",11,"9,1","533,9","170,2","199,1"
01.10.2013,Архангельская область,"741,3","14,7","13,8","726,6","8,5","75,3"
01.10.2013,Астраханская область,"519,3","11,2","10,4","508,1","90,1","86,9"
01.10.2013,Белгородская область,811,17,"14,5",794,"463,8","207,2"
01.10.2013,Брянская область,"561,6",4,"3,2","557,6","15,2",333
01.10.2013,Владимирская область,"346,6","17,7","15,4","328,9",217,"195,2"
01.10.2013,Волгоградская область,"1257,9","38,5","35,7","1219,3","308,4","176,8"
01.10.2013,Вологодская область,"730,1","18,9","17,8","711,2","70,1","69,3"
01.10.2013,Воронежская область,"1792,7","46,1","38,9","1746,6","754,4","189,2"
01.10.2013,Еврейская автономная область,"62,3","1,3","1,3",61,19,"38,1"
01.10.2013,Забайкальский край,508,"8,1",8,"499,8","286,9","188,4"
01.10.2013,Ивановская область,"396,1","12,1","11,7","383,9","7,5","22,2"
01.10.2013,Иркутская область,"1438,9",28,"26,1","1410,9","910,9","82,2"
01.10.2013,Кабардино-Балкарская Республика,"250,9","4,3","3,8","246,6","27,6","58,8"
01.10.2013,Калининградская область,"132,7","18,6","16,1","114,1","27,4","4,6"
01.10.2013,Калужская область,"524,7",10,"8,8","514,6","9,1","38,9"
01.10.2013,Камчатский край,"83,9","5,5","5,5","78,3","1,5","32,8"
01.10.2013,Карачаево-Черкесская Республика,"157,3","2,4","2,1","154,9","15,3","32,9"
01.10.2013,Кемеровская область,"1712,4","20,6",19,"1691,8","864,7","262,4"
01.10.2013,Кировская область,"320,9","19,8","18,6","301,2",86,"30,6"
01.10.2013,Костромская область,"329,8","8,5","7,8","321,2","56,7","33,5"
01.10.2013,Краснодарский край,"2936,6","101,2","86,5","2835,5",239,"742,3"
01.10.2013,Красноярский край,"2386,4","47,8","41,3","2338,7","452,2","1027,9"
01.10.2013,Курганская область,"383,5",7,"5,7","376,5","345,2","323,9"
01.10.2013,Курская область,"575,9","9,1","8,1","566,8","282,7","184,8"
01.10.2013,Ленинградская область,"31,3","8,6","7,2","22,7","21,6",0
01.10.2013,Липецкая область,"702,2","14,4",10,"687,8","322,1","70,3"
01.10.2013,Магаданская область,"126,6","2,4","0,7","124,2","2,1","15,6"
01.10.2013,г. Москва и Московская область,"29904,8",809,"737,4","29095,9",10998,"7323,5"
01.10.2013,Мурманская область,36,"6,8","5,3","29,2","16,6","4,1"
01.10.2013,Нижегородская область,"1574,6","92,6","75,8",1482,"764,5","296,7"
01.10.2013,Новгородская область,"48,4",6,"3,9","42,4","20,4","0,1"
01.10.2013,Новосибирская область,4912,"132,4",119,"4779,6",2946,"306,6"
01.10.2013,Омская область,"513,5","20,8","18,6","492,6","441,4","345,1"
01.10.2013,Оренбургская область,"1073,6","19,2","18,1","1054,4","116,2",170
01.10.2013,Орловская область,367,"7,5","6,3","359,6","220,4","50,3"
01.10.2013,Пензенская область,"544,4","17,1","15,4","527,3","88,4","64,1"
01.10.2013,Пермский край,"2422,9","36,2","30,5","2386,7","628,9","1442,5"
01.10.2013,Приморский край,"1214,7","40,5","38,5","1174,2","128,1","123,2"
01.10.2013,Псковская область,"62,2","3,6","2,3","58,6","4,6",0
